timestamp_sec,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,heading,delta_heading,ref_lat,ref_lon,ref_alt,lat,lon,alt,alt_ellipsoid,q_w,q_x,q_y,q_z,roll_deg,pitch_deg,yaw_deg,rollspeed,pitchspeed,yawspeed,arming_state,nav_state,failsafe,system_type,system_id,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_velocity_enabled,flag_control_position_enabled,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,voltage_v,current_a,remaining_percent,discharged_mah,temperature,odom_pos_x,odom_pos_y,odom_pos_z,odom_vel_x,odom_vel_y,odom_vel_z,landed,freefall,ground_contact,round_trip_time,mode_req_angular_velocity,mode_req_attitude,mode_req_local_alt,mode_req_local_position,mode_req_global_position,mode_req_mission,target_x,target_y,target_z,bbox_area,bbox_confidence,boundary_violation,enhanced_x,enhanced_y,enhanced_z,rover_cmd_linear_x,rover_cmd_linear_y,rover_cmd_angular_z,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,goal_x,goal_y,goal_z,clicked_x,clicked_y,clicked_z
1759558878.4460387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759558878.5097759,0.012425835244357586,-0.034127768129110336,-0.028533935546875,0.03982264921069145,-0.04617767781019211,-0.004997963085770607,0.03857585787773132,-0.017318718135356903,-0.00970065500587225,1.5188407897949219,1.5812242031097412,47.3977508,8.5456074,488.2650146484375,47.39775091174822,8.545606946585629,488.2935485839844,488.2935485839844,0.7252345,0.0009790031,-0.0013635077,0.6885,-0.026215046306505067,-0.19055539873878408,87.02316862719458,0.0,0.0,0.0,1,4,False,13,1,0,1,0,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012425835,-0.034127768,-0.028533936,0.03982265,-0.046177678,-0.004997963,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759558878.6097116,0.012348679825663567,-0.032626569271087646,-0.028472900390625,0.04224732890725136,-0.04927847906947136,-0.009996882639825344,-0.0027199164032936096,-0.13746410608291626,-0.2884855270385742,1.5187036991119385,1.5812242031097412,47.3977508,8.5456074,488.2650146484375,47.39775091105434,8.545606966530224,488.2934875488281,488.2934875488281,0.7252796,0.0012065067,-0.0012839207,0.6884522,-0.0010156634295812696,-0.20189055102502346,87.01559165233036,0.0,0.0,0.0,1,4,False,13,1,0,1,0,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01234868,-0.03262657,-0.0284729,0.04224733,-0.04927848,-0.009996883,0,0,0,0,8312190,8311166,8257918,7995448,56,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759558878.7096784,0.013756359927356243,-0.03318885341286659,-0.028656005859375,0.04550105333328247,-0.05076370760798454,-0.005382105708122253,0.10229558497667313,0.07011725008487701,-0.19503895938396454,1.5188536643981934,1.5812242031097412,47.3977508,8.5456074,488.2650146484375,47.397750923713915,8.545606959059846,488.2936706542969,488.2936706542969,0.72522974,0.0011736042,-0.00085774524,0.6885054,0.02985928946186239,-0.16387705891621024,87.02390414960774,0.0,0.0,0.0,1,4,False,13,1,0,1,0,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,-1.0,99.99465942382812,-94.06011199951172,nan,0.01375636,-0.033188853,-0.028656006,0.045501053,-0.050763708,-0.0053821057,0,0,0,0,8312190,8311166,8257918,7995448,56,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759558878.8097656,0.016033537685871124,-0.03515435382723808,-0.029052734375,0.045160889625549316,-0.052730072289705276,-0.008267260156571865,0.05282429978251457,-0.08978426456451416,0.17743836343288422,1.5189391374588013,1.5812242031097412,47.3977508,8.5456074,488.2650146484375,47.39775094419306,8.545606932946615,488.2940673828125,488.2940673828125,0.72519314,0.0010764874,-0.00084764685,0.68854415,0.022576793663279453,-0.15537680213650554,87.03002344430779,0.0,0.0,0.0,1,4,False,13,1,0,1,0,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,-1.0,99.99465942382812,-94.06011199951172,nan,0.016033538,-0.035154354,-0.029052734,0.04516089,-0.052730072,-0.00826726,0,0,0,0,8312190,8311166,8257918,7995448,56,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759558878.9098096,0.01699146442115307,-0.035828687250614166,-0.02960205078125,0.0432824045419693,-0.05345805734395981,-0.00789728481322527,-0.04611172527074814,-0.00025705411098897457,-0.06115249916911125,1.5186845064163208,1.5812242031097412,47.3977508,8.5456074,488.2650146484375,47.397750952807904,8.545606923987581,488.29461669921875,488.29461669921875,0.72528046,0.0011104217,-0.0011881798,0.6884516,-0.0014481145074173593,-0.18635315548089748,87.01547100867856,0.0,0.0,0.0,1,4,False,13,1,0,1,0,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,-1.0,99.99465942382812,-94.06011199951172,nan,0.016991464,-0.035828687,-0.02960205,0.043282405,-0.053458057,-0.007897285,0,0,0,0,8312190,8311166,8257918,7995448,56,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759558879.0096743,0.01761513203382492,-0.03646836057305336,-0.03021240234375,0.04440140724182129,-0.055744610726833344,-0.00733487494289875,0.024003593251109123,-0.08279683440923691,0.39051657915115356,1.5186583995819092,1.5812242031097412,47.3977508,8.5456074,488.2650146484375,47.39775095841669,8.545606915489026,488.29522705078125,488.29522705078125,0.72530675,0.00092925696,-0.0013411856,0.688424,-0.028568742739063176,-0.1847784951338536,87.01115595884853,0.0,0.0,0.0,1,4,False,13,1,0,1,0,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,-1.0,99.99465942382812,-94.06011199951172,nan,0.017615132,-0.03646836,-0.030212402,0.044401407,-0.05574461,-0.007334875,1,0,1,0,8312190,8311166,8257918,7995448,56,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759558879.1098313,0.017793715000152588,-0.036322880536317825,-0.030548095703125,0.043123528361320496,-0.054388757795095444,-0.006583829876035452,0.08674115687608719,-0.1003134474158287,-0.2936888337135315,1.5187458992004395,1.5812242031097412,47.3977508,8.5456074,488.2650146484375,47.39775096002271,8.54560691742185,488.2955627441406,488.2955627441406,0.725267,0.0010926924,-0.001305109,0.68846565,-0.012150102815009606,-0.19467237188638137,87.01772672776579,0.0,0.0,0.0,1,4,False,13,1,0,1,0,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,-1.0,99.99465942382812,-94.06011199951172,nan,0.017793715,-0.03632288,-0.030548096,0.04312353,-0.054388758,-0.00658383,1,0,1,0,8312190,8311166,8257918,7995448,56,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759558879.2097547,0.017730476334691048,-0.036164797842502594,-0.030487060546875,0.0397493802011013,-0.055647965520620346,-0.002021432388573885,-0.11504698544740677,0.0035504198167473078,0.13273580372333527,1.5191155672073364,1.5812242031097412,47.3977508,8.5456074,488.2650146484375,47.397750959454,8.545606919522061,488.2955017089844,488.2955017089844,0.72513604,0.0011862149,-0.001362162,0.6886033,-0.00891780364249981,-0.20679056256749986,87.03948759820216,0.0,0.0,0.0,1,4,False,13,1,0,1,0,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,-1.0,99.99465942382812,-94.06011199951172,nan,0.017730476,-0.036164798,-0.03048706,0.03974938,-0.055647966,-0.0020214324,1,0,1,0,8312190,8311166,8257918,7995448,56,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759558879.309722,0.01747184619307518,-0.03569100797176361,-0.03021240234375,0.042604148387908936,-0.05261689051985741,-0.0050597358494997025,0.014393662102520466,-0.02376011200249195,0.11892150342464447,1.519103765487671,1.5812242031097412,47.3977508,8.5456074,488.2650146484375,47.39775095712809,8.545606925816754,488.29522705078125,488.29522705078125,0.7251434,0.0013405923,-0.0013649781,0.68859535,0.003690330233868474,-0.21920622474758,87.03823745192946,0.0,0.0,0.0,1,4,False,13,1,0,1,0,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,-1.0,99.99465942382812,-94.06011199951172,nan,0.017471846,-0.035691008,-0.030212402,0.04260415,-0.05261689,-0.005059736,1,0,1,0,8312190,8311166,8257918,7995448,56,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
