timestamp_sec,drone_x,drone_y,drone_z,drone_vx,drone_vy,drone_vz,drone_heading,drone_roll_deg,drone_pitch_deg,drone_yaw_deg,drone_armed,drone_nav_state,target_x,target_y,target_z,bbox_area,bbox_confidence,boundary_violation,rover_x,rover_y,rover_z,rover_yaw_deg,rover_cmd_linear_x,rover_cmd_angular_z,wheel_1_pos,wheel_2_pos,wheel_3_pos,wheel_4_pos,distance_3d,distance_horizontal,relative_x,relative_y,relative_z
1759474863.9947398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759474864.0947134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759474864.1944776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759474864.2945306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759474864.3945348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759474864.494528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759474864.5944889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759474864.6946027,73.94227600097656,76.2315902709961,-0.01617431640625,-0.030817462131381035,-0.01741941273212433,-0.0012569058453664184,1.881964921951294,0.3349536286940615,-0.12813045356281996,107.82401048560165,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.20129847162008,106.20129723995663,73.94227600097656,76.2315902709961,-0.01617431640625
1759474864.794705,73.94255065917969,76.23087310791016,-0.0157470703125,-0.02979835495352745,-0.01758461818099022,0.00040062173502519727,1.881856083869934,0.3505717684264043,-0.11618877445014977,107.82241120535895,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.20097485781324,106.20097369035584,73.94255065917969,76.23087310791016,-0.0157470703125
1759474864.8944185,73.94243621826172,76.2302474975586,-0.015533447265625,-0.03004312328994274,-0.019547242671251297,-0.0019852255936712027,1.881872296333313,0.3805438009960027,-0.10149439630998232,107.82709547476938,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.20044608530948,106.20044494930679,73.94243621826172,76.2302474975586,-0.015533447265625
