timestamp_sec,q_w,q_x,q_y,q_z,roll_deg,pitch_deg,yaw_deg
1759474569.4195292,0.5981157,-5.3714644e-05,0.0025707972,0.8014057,0.2324076849770451,0.1811330498415317,106.52997230065274
1759474569.4274478,0.59810627,-0.00033680262,0.002322842,0.8014135,0.19023633434612283,0.19013345880637517,106.53131894038883
1759474569.4394286,0.59813976,-4.4368182e-05,0.0026352864,0.8013875,0.2389651192287953,0.18470194859248285,106.52652909127414
1759474569.4474056,0.598126,-9.1144604e-05,0.002566283,0.801398,0.22942534221362487,0.18426396044157126,106.52848815439735
1759474569.4602451,0.59807265,-5.393562e-05,0.0025375164,0.80143785,0.22934576641932553,0.17885997301320303,106.53610853432367
1759474569.467548,0.59804827,-2.5701982e-05,0.0025440708,0.80145603,0.23188804289878245,0.17670918678221045,106.53959685897844
1759474569.4792726,0.598021,6.590721e-05,0.0025010922,0.80147654,0.2342245284412862,0.16534238066445162,106.5434836717132
1759474569.4874458,0.59801453,0.000105515464,0.0024651196,0.8014816,0.23363627732783396,0.1592376211375046,106.54442813009871
1759474569.4992933,0.5980127,0.00011695496,0.0024199586,0.8014829,0.23027275419906873,0.15509168071282062,106.54465346778649
1759474569.5077028,0.59804964,0.00011209821,0.0024136703,0.8014555,0.22935525801128392,0.15511738739789394,106.53939622515956
1759474569.5193415,0.5981059,9.016071e-05,0.0023685968,0.80141366,0.2237014712404491,0.1540588776465416,106.53134508666668
1759474569.527601,0.5981393,1.767411e-05,0.0023847995,0.8013887,0.22021464560813203,0.1618354110763071,106.52657902839638
1759474569.5393844,0.5981155,-9.364637e-06,0.002390438,0.80140644,0.2188840701563742,0.164698419220851,106.52998586084783
1759474569.547812,0.598081,-5.0494968e-05,0.002326485,0.80143225,0.21019892816729877,0.16408327277675572,106.53489867996124
1759474569.5593364,0.5981025,-9.324986e-05,0.0022738934,0.80141634,0.20243440377660618,0.1644108563986424,106.53182122942842
1759474569.5676916,0.5980957,-0.00014757251,0.0022236132,0.8014217,0.19409515544666298,0.16595188421361767,106.53282124793155
1759474569.5791864,0.59811413,-0.00020269191,0.0021589214,0.80140805,0.18437251834174365,0.1665843197050044,106.53017359687615
1759474569.5874708,0.5980828,-0.00019241803,0.0020437704,0.80143183,0.1745079113872447,0.15774164390330928,106.53465902158395
1759474569.59919,0.5980758,-0.00017256796,0.0019556803,0.8014372,0.1677796183152226,0.14987990775186244,106.53563842343011
1759474569.6071885,0.59811145,-0.0002930266,0.0016646523,0.8014111,0.13279016509353697,0.1410030344606763,106.53050610486817
1759474569.6194527,0.5981228,9.266842e-05,0.0019315486,0.8014022,0.18373390835880044,0.12387798350946716,106.52891520949385
1759474569.6276882,0.5980776,0.00016837213,0.0018620846,0.80143607,0.1825497472624578,0.11215444583731578,106.53535702241224
1759474569.6395395,0.5980755,0.00028752515,0.0018751469,0.8014375,0.19191572189796893,0.10210640623801319,106.53563182320906
1759474569.6484165,0.5981041,0.0003168039,0.0018863828,0.80141616,0.1949506309427393,0.10019449723967207,106.53155313817963
1759474569.659278,0.59812367,0.00036282247,0.0018992865,0.80140156,0.19928731169678385,0.09685761139067063,106.52875704592212
1759474569.6677125,0.598135,0.0004034408,0.0018401617,0.8013932,0.1966403415038269,0.0890778422559615,106.52712906261534
1759474569.6794648,0.5980877,0.00037636564,0.0017593355,0.8014286,0.18736709912941749,0.08601323151518525,106.53387794740554
1759474569.6878982,0.5980659,0.00036012582,0.0016993665,0.80144507,0.18074894512810935,0.08338968895494936,106.53699564652565
1759474569.699568,0.5980514,0.0003520246,0.001651217,0.8014561,0.17577322486789843,0.08083065990484696,106.53909148638989
1759474569.707711,0.598014,0.00039581434,0.0015724102,0.801484,0.1715398411751969,0.07140024140218365,106.54440303832993
1759474569.7197506,0.59793186,0.0003662277,0.0015509733,0.8015453,0.16755094138604026,0.07263138397260023,106.55614718828966
1759474569.7280369,0.59788376,0.00028364875,0.0015516153,0.8015813,0.16195661486057486,0.08025056015972087,106.56305081250034
1759474569.7399688,0.5978619,0.00021785471,0.0015789026,0.80159754,0.1599577689462342,0.08815920739421657,106.56617726855869
1759474569.7481318,0.59786147,0.0002034819,0.0015205551,0.80159795,0.15361353751739407,0.0854819702688584,106.56623451063021
1759474569.7597086,0.59787756,0.0002138129,0.0015439875,0.8015859,0.1564720055329103,0.08614149781007022,106.56393297747518
1759474569.7685325,0.5978379,0.00019465387,0.0015655172,0.8016154,0.15714142108284174,0.08936861923614271,106.56960010861216
1759474569.7799199,0.5977587,7.1090166e-05,0.0014576211,0.80167484,0.13877445862419893,0.0933136121145199,106.58095011478635
1759474569.7882862,0.5977535,0.00019783714,0.0016584995,0.80167824,0.16591079005043352,0.09542870579011115,106.5816726767691
1759474569.7998528,0.5977835,0.0002661459,0.0017713015,0.80165553,0.18094880287129766,0.09688692655112766,106.57737838324103
1759474569.8080382,0.5978538,0.0003421896,0.0018032336,0.8016031,0.18908318184762976,0.09210527402927236,106.56733325600206
1759474569.8197417,0.5978883,0.00035842403,0.0018279185,0.8015773,0.19245891584953181,0.09231345499631644,106.56240080428826
1759474569.8281863,0.59794116,0.00036263547,0.0017934615,0.801538,0.18957651624926736,0.08957835432416146,106.5548459293175
1759474569.8395383,0.59794736,0.00035106746,0.0018099272,0.8015332,0.19029553330486795,0.09177056764861331,106.55394633629466
1759474569.8480954,0.5979588,0.000367429,0.0017804758,0.8015249,0.18871030193345267,0.08825246226525699,106.55232197598805
1759474569.8595018,0.5980025,0.00040065523,0.0017815876,0.80149215,0.1910844340176085,0.08528729632113145,106.54605455721158
1759474569.8676014,0.59803635,0.0005581027,0.0017314525,0.8014669,0.19726618062817128,0.06739941513951063,106.54118855558819
1759474569.8795962,0.59801394,0.00072730466,0.0017708325,0.80148345,0.21247983136050969,0.05455244232856284,106.54437464378431
1759474569.8879087,0.5980008,0.00085694616,0.0018858927,0.8014928,0.2319322035336696,0.050526771161101866,106.54621921381079
1759474569.8999443,0.5979879,0.0009605436,0.0020111613,0.801502,0.2505373584427859,0.049592088764897145,106.54803759447518
1759474569.908349,0.5980208,0.0010387227,0.0021118901,0.80147725,0.26514410788749915,0.04932497757602171,106.54334332058477
1759474569.920129,0.5981004,0.0010717785,0.0022509375,0.8014173,0.28017433618220594,0.055845623188209334,106.53192784627717
1759474569.9282734,0.5981143,0.0010538615,0.0023421734,0.80140674,0.2873240092730465,0.06374909685355401,106.52995569658428
1759474569.9399073,0.5981189,0.0010340656,0.0024261263,0.801403,0.29367664251157477,0.07132280140436142,106.52929258200355
1759474569.947605,0.59810567,0.0009867504,0.0023318327,0.80141324,0.2817754040644586,0.06920043191565817,106.53119997136403
1759474569.9594526,0.5981261,0.0010666755,0.0024747523,0.80139756,0.3003766877623367,0.07166360409687396,106.52828187847832
1759474569.967788,0.5981059,0.0011775059,0.0024916865,0.80141246,0.3095297516103348,0.0626385567778081,106.53113592777083
1759474569.9792967,0.5980727,0.0012477364,0.002426568,0.80143726,0.3083651019365436,0.05171306343433136,106.53585055758892
1759474569.988157,0.5980602,0.0013552991,0.0023294378,0.8014468,0.3068170954556607,0.03517318191810875,106.53761143857314
1759474569.9997995,0.5980184,0.0013634556,0.0023165059,0.80147785,0.30619010443766764,0.033521890007993285,106.54356573992281
1759474570.0081193,0.5980175,0.0013431656,0.0022627958,0.8014787,0.2998668036671903,0.031704379043386084,106.54369429064432
1759474570.0198572,0.59803593,0.0014188052,0.0022525121,0.80146486,0.30410519911376094,0.024059728924644964,106.5410352423526
1759474570.028043,0.5980361,0.0014953191,0.002267179,0.80146456,0.31069575361979235,0.018037822864661414,106.54098357594249
1759474570.040028,0.5979724,0.0014822428,0.0023021435,0.801512,0.31301256200943295,0.021609998674757453,106.5500987475514
1759474570.0480928,0.59795415,0.0014169083,0.0023031635,0.80152583,0.3086299695398976,0.02767357971533284,106.55274541171929
1759474570.05962,0.59797496,0.0013725692,0.0022817939,0.8015104,0.3036282397795221,0.030289649224052577,106.54977688410757
1759474570.068309,0.5979309,0.0013244699,0.002248806,0.8015434,0.2973042631044173,0.03243060702476428,106.55609136267609
1759474570.079989,0.5978732,0.0012836815,0.002152632,0.8015868,0.2856779963223368,0.029566782991535055,106.56435542715388
1759474570.0885456,0.5978572,0.0012603942,0.0020836277,0.8015989,0.27774462496789804,0.026972698173127124,106.56663829145849
1759474570.1004272,0.5978661,0.0012437243,0.0019506844,0.8015926,0.2643905925079626,0.01939897825329548,106.56536976865067
1759474570.1087573,0.5978308,0.0011631818,0.0018636945,0.8016194,0.25088295210135014,0.020826414506639544,106.57045960369263
1759474570.120237,0.5978267,0.0011703253,0.0018125373,0.8016225,0.24667313151668258,0.016664374479202465,106.57103105033461
1759474570.128968,0.5978485,0.000905098,0.0015076116,0.80160725,0.2004925434180026,0.020144069226789466,106.5679882951322
1759474570.14024,0.5978575,0.0010980557,0.0018393269,0.8015997,0.24418216029787826,0.025147610073058886,106.56666810351057
1759474570.1488726,0.5978934,0.0010667505,0.0018713472,0.8015728,0.2449773657404135,0.030227877358110694,106.56153217225531
1759474570.1606405,0.5979195,0.0010130487,0.001981107,0.801553,0.2513785161797166,0.042688833004463356,106.55779817966858
1759474570.1688073,0.59795153,0.0009844345,0.0020060951,0.80152917,0.2517113280234132,0.04703923128355279,106.55324386570479
1759474570.180989,0.59795433,0.0010023532,0.002038999,0.801527,0.2559611551735121,0.0476489059163979,106.55284219988307
1759474570.188787,0.5979364,0.0009919391,0.0020908765,0.8015402,0.26001360653507605,0.052154304508144574,106.5553916309133
1759474570.200739,0.59787834,0.0009800795,0.002208354,0.80158323,0.2699958122196842,0.06127345196059849,106.56370834062989
1759474570.2090614,0.5978811,0.00091188395,0.0022301078,0.8015812,0.2673215646581995,0.06902884996835297,106.56332755511538
1759474570.2205772,0.5978839,0.00087424216,0.0022901627,0.801579,0.2702587616609739,0.07660187502247799,106.56294384881083
1759474570.2287633,0.59788525,0.00085422787,0.00235695,0.8015778,0.27502211522017855,0.0830165094367785,106.56275442945501
1759474570.2408707,0.5979172,0.0009073963,0.0024115485,0.80155385,0.28367673791035636,0.08188478460610692,106.55819064550312
1759474570.2487128,0.597926,0.0009755515,0.0024808424,0.8015468,0.2947103171663889,0.08037569148268131,106.55688478636485
1759474570.2615316,0.5979299,0.0010520826,0.0025631215,0.8015437,0.3075111400212101,0.07898531975522971,106.55633758193986
1759474570.2690146,0.59791625,0.001082565,0.002589893,0.80155367,0.31206001454087606,0.07801455152787679,106.55827044810245
1759474570.2811058,0.59790623,0.0011615342,0.0026317257,0.801561,0.3213140647015688,0.07362334302546977,106.55968981706492
1759474570.2892282,0.59792954,0.0012411575,0.0026542253,0.8015433,0.3288341281456244,0.06786093347767388,106.5563150214194
1759474570.300924,0.59790814,0.0013308182,0.0026773652,0.8015591,0.3371045237751508,0.061202108459534485,106.55935291231862
1759474570.3090847,0.597914,0.0012634208,0.0024964346,0.80155545,0.31586739823475507,0.05499838585006509,106.55854497843191
1759474570.3211854,0.59796715,0.0015577166,0.002897713,0.8015139,0.3728861222126278,0.05548590416888778,106.55083731659946
1759474570.328957,0.59792984,0.0015712129,0.0029693355,0.8015415,0.38039206059730246,0.059136348622386106,106.55617965836244
1759474570.3404238,0.5979407,0.0015959325,0.0030161394,0.80153316,0.3863839607993996,0.0600780214431638,106.55461280509712
1759474570.3488865,0.5979897,0.0015543215,0.0030768516,0.80149645,0.3891050617467362,0.06808371519526481,106.54762672543484
1759474570.3611221,0.5979765,0.0015128608,0.003077646,0.8015062,0.38633811023299214,0.07193976006764141,106.5495062395131
1759474570.368928,0.5980223,0.0014700234,0.0030590785,0.80147237,0.38169315204509,0.07462363974074208,106.54299747189405
1759474570.381173,0.5980176,0.001438515,0.0030553446,0.801476,0.3791914774045238,0.07725930800313904,106.54369455025841
1759474570.3893368,0.5979501,0.0013853088,0.0030481175,0.80152637,0.3748884432806094,0.08161908063877414,106.55333994484046
1759474570.4015863,0.5979564,0.0014191972,0.0030852426,0.8015215,0.38061976787143004,0.0810533349661601,106.55243354092013
1759474570.4095368,0.59798366,0.0014686876,0.0031058227,0.80150086,0.38589844942271384,0.07793109507667498,106.54849773587333
1759474570.4219084,0.5980319,0.0015073246,0.003127324,0.80146486,0.39051632748582826,0.07587930173356269,106.54160889007197
