timestamp_sec,bbox_area,confidence,boundary_violation
1759474577.7825375,918.0,1.0,1.0
1759474577.8794973,918.0,1.0,1.0
1759474577.9694982,918.0,1.0,1.0
1759474578.0655906,918.0,1.0,1.0
1759474578.1828184,918.0,1.0,1.0
1759474578.27174,918.0,1.0,1.0
1759474578.3649712,918.0,1.0,1.0
1759474578.38236,918.0,1.0,1.0
1759474578.484993,918.0,1.0,1.0
1759474578.5843894,918.0,1.0,1.0
1759474578.6783345,918.0,1.0,1.0
1759474578.786816,918.0,1.0,1.0
1759474578.8769767,918.0,1.0,1.0
1759474578.970598,918.0,1.0,1.0
1759474579.0702286,918.0,1.0,1.0
1759474579.1768692,918.0,1.0,1.0
1759474579.2713614,918.0,1.0,1.0
1759474579.3827925,918.0,1.0,1.0
1759474579.4741743,918.0,1.0,1.0
1759474579.5709896,918.0,1.0,1.0
1759474579.684368,918.0,1.0,1.0
1759474579.781834,918.0,1.0,1.0
1759474579.8674963,918.0,1.0,1.0
1759474579.9832351,918.0,1.0,1.0
1759474580.0708609,918.0,1.0,1.0
1759474580.1866076,918.0,1.0,1.0
1759474580.2701116,918.0,1.0,1.0
1759474580.3768554,918.0,1.0,1.0
1759474580.4832296,918.0,1.0,1.0
1759474580.5824363,918.0,1.0,1.0
1759474580.6695333,918.0,1.0,1.0
1759474580.7746336,918.0,1.0,1.0
1759474580.8718445,918.0,1.0,1.0
1759474580.9692144,918.0,1.0,1.0
1759474581.0717866,918.0,1.0,0.0
1759474581.1723354,918.0,1.0,0.0
1759474581.2780504,918.0,1.0,0.0
1759474581.370604,918.0,1.0,0.0
1759474581.3808837,918.0,1.0,0.0
1759474581.4951792,918.0,1.0,0.0
1759474581.5820653,918.0,1.0,0.0
1759474581.6753008,918.0,1.0,0.0
1759474581.7800589,918.0,1.0,0.0
1759474581.8856769,918.0,1.0,0.0
1759474581.9810383,918.0,1.0,0.0
1759474582.0742345,918.0,1.0,0.0
1759474582.181485,918.0,1.0,0.0
1759474582.276496,918.0,1.0,0.0
1759474582.3790984,918.0,1.0,0.0
1759474582.48337,918.0,1.0,0.0
1759474582.5744784,918.0,1.0,0.0
1759474582.6924207,918.0,1.0,0.0
1759474582.7812274,918.0,1.0,0.0
1759474582.8781466,918.0,1.0,0.0
1759474582.9762552,918.0,1.0,0.0
1759474583.0798411,918.0,1.0,0.0
1759474583.1804643,918.0,1.0,0.0
1759474583.273297,918.0,1.0,0.0
1759474583.3851035,918.0,1.0,0.0
1759474583.491664,918.0,1.0,0.0
1759474583.5817778,918.0,1.0,0.0
1759474583.6780624,918.0,1.0,0.0
1759474583.786888,918.0,1.0,0.0
1759474583.87775,918.0,1.0,0.0
1759474583.9758859,918.0,1.0,0.0
1759474584.0747905,918.0,1.0,0.0
1759474584.0852067,918.0,1.0,0.0
1759474584.1953404,918.0,1.0,0.0
1759474584.2825336,918.0,1.0,0.0
1759474584.4019156,918.0,1.0,0.0
1759474584.4936357,918.0,1.0,0.0
1759474584.5922527,918.0,1.0,0.0
1759474584.690315,918.0,1.0,0.0
1759474584.7911015,918.0,1.0,0.0
1759474584.8932574,918.0,1.0,0.0
1759474584.9945588,918.0,1.0,0.0
1759474585.0789373,918.0,1.0,0.0
1759474585.182133,918.0,1.0,0.0
1759474585.2833462,918.0,1.0,0.0
1759474585.3890333,918.0,1.0,0.0
1759474585.4943073,918.0,1.0,0.0
1759474585.5909684,918.0,1.0,0.0
1759474585.6784077,918.0,1.0,0.0
1759474585.7822132,918.0,1.0,0.0
1759474585.8897893,918.0,1.0,0.0
1759474585.9890945,918.0,1.0,0.0
1759474586.0794466,918.0,1.0,0.0
1759474586.184593,918.0,1.0,0.0
1759474586.276866,918.0,1.0,0.0
1759474586.392429,918.0,1.0,0.0
1759474586.4860191,918.0,1.0,0.0
1759474586.5889583,858.0,1.0,0.0
1759474586.682949,918.0,1.0,0.0
1759474586.7922728,918.0,1.0,0.0
1759474586.8826804,918.0,1.0,0.0
1759474586.9880893,918.0,1.0,0.0
1759474587.087205,918.0,1.0,0.0
1759474587.1920323,918.0,1.0,0.0
1759474587.2033784,918.0,1.0,0.0
1759474587.2915568,918.0,1.0,0.0
1759474587.3949115,918.0,1.0,0.0
1759474587.5066679,918.0,1.0,0.0
1759474587.604203,918.0,1.0,0.0
1759474587.698096,918.0,1.0,0.0
1759474587.7056434,918.0,1.0,0.0
1759474587.809367,918.0,1.0,0.0
1759474587.8943565,918.0,1.0,0.0
1759474587.990561,918.0,1.0,0.0
1759474588.097896,918.0,1.0,0.0
1759474588.1068652,918.0,1.0,0.0
1759474588.1888154,918.0,1.0,0.0
1759474588.308311,918.0,1.0,0.0
1759474588.4142096,918.0,1.0,0.0
1759474588.5076506,918.0,1.0,0.0
1759474588.615716,918.0,1.0,0.0
1759474588.7072504,918.0,1.0,0.0
1759474588.716798,918.0,1.0,0.0
1759474588.8085299,918.0,1.0,0.0
1759474588.9033222,918.0,1.0,0.0
1759474588.9970953,918.0,1.0,0.0
1759474589.1016045,918.0,1.0,0.0
1759474589.2062688,918.0,1.0,0.0
1759474589.312271,918.0,1.0,0.0
1759474589.4023616,918.0,1.0,0.0
1759474589.510869,918.0,1.0,0.0
1759474589.6067016,918.0,1.0,0.0
1759474589.7146106,918.0,1.0,0.0
1759474589.8164496,918.0,1.0,0.0
1759474589.911601,918.0,1.0,0.0
1759474589.9937003,918.0,1.0,0.0
1759474590.1063828,918.0,1.0,0.0
1759474590.1961076,918.0,1.0,0.0
1759474590.2930908,918.0,1.0,0.0
1759474590.4031732,918.0,1.0,0.0
1759474590.4974728,918.0,1.0,0.0
1759474590.5973787,918.0,1.0,0.0
1759474590.701139,918.0,1.0,0.0
1759474590.808663,918.0,1.0,0.0
1759474590.8982341,918.0,1.0,0.0
1759474591.0034006,918.0,1.0,0.0
1759474591.0965643,918.0,1.0,0.0
1759474591.2012403,918.0,1.0,0.0
1759474591.307845,918.0,1.0,0.0
1759474591.394947,918.0,1.0,0.0
1759474591.5035677,918.0,1.0,0.0
1759474591.6056404,918.0,1.0,0.0
1759474591.7064912,918.0,1.0,0.0
1759474591.803843,918.0,1.0,0.0
1759474591.900138,918.0,1.0,0.0
1759474591.9107072,918.0,1.0,0.0
1759474592.0022807,918.0,1.0,0.0
1759474592.103131,918.0,1.0,0.0
1759474592.2181618,918.0,1.0,0.0
1759474592.3073688,918.0,1.0,0.0
1759474592.4030182,918.0,1.0,0.0
1759474592.5127068,918.0,1.0,0.0
1759474592.6147652,918.0,1.0,0.0
1759474592.7075732,918.0,1.0,0.0
1759474592.815166,918.0,1.0,0.0
1759474592.9147625,918.0,1.0,0.0
1759474593.0114808,918.0,1.0,0.0
1759474593.116042,918.0,1.0,0.0
1759474593.2055762,918.0,1.0,0.0
1759474593.3151882,918.0,1.0,0.0
1759474593.4100537,980.0,1.0,0.0
1759474593.5104437,980.0,1.0,0.0
1759474593.6207266,980.0,1.0,0.0
1759474593.7113492,918.0,1.0,0.0
1759474593.8037262,918.0,1.0,0.0
1759474593.9093068,918.0,1.0,0.0
1759474594.0131714,918.0,1.0,0.0
1759474594.1153057,918.0,1.0,0.0
1759474594.2148361,918.0,1.0,0.0
1759474594.3113434,918.0,1.0,0.0
1759474594.4162667,918.0,1.0,0.0
1759474594.5137281,918.0,1.0,0.0
1759474594.6108432,918.0,1.0,0.0
1759474594.7105536,980.0,1.0,0.0
1759474594.8070686,918.0,1.0,0.0
1759474594.9082713,918.0,1.0,0.0
1759474595.0172493,918.0,1.0,0.0
1759474595.1136024,918.0,1.0,0.0
1759474595.2137961,918.0,1.0,0.0
1759474595.322583,980.0,1.0,0.0
1759474595.4163337,980.0,1.0,0.0
1759474595.5188932,980.0,1.0,0.0
1759474595.6107252,980.0,1.0,0.0
1759474595.7124815,980.0,1.0,0.0
1759474595.8209321,980.0,1.0,0.0
1759474595.90948,918.0,1.0,0.0
1759474596.010966,918.0,1.0,0.0
1759474596.1046243,918.0,1.0,0.0
1759474596.210203,918.0,1.0,0.0
1759474596.3120573,980.0,1.0,0.0
1759474596.4117806,980.0,1.0,0.0
1759474596.504161,980.0,1.0,0.0
1759474596.6112356,980.0,1.0,0.0
1759474596.625566,980.0,1.0,0.0
1759474596.7183113,980.0,1.0,0.0
1759474596.8206782,980.0,1.0,0.0
1759474596.9229782,980.0,1.0,0.0
1759474596.9323535,980.0,1.0,0.0
1759474597.034045,980.0,1.0,0.0
1759474597.137964,918.0,1.0,0.0
1759474597.2227254,980.0,1.0,0.0
1759474597.3344548,980.0,1.0,0.0
1759474597.4268548,980.0,1.0,0.0
1759474597.5383737,980.0,1.0,0.0
1759474597.6249232,980.0,1.0,0.0
1759474597.7299333,980.0,1.0,0.0
1759474597.8349025,918.0,1.0,0.0
1759474597.9275239,918.0,1.0,0.0
1759474598.0363417,918.0,1.0,0.0
1759474598.1239922,980.0,1.0,0.0
1759474598.230174,980.0,1.0,0.0
1759474598.3385777,980.0,1.0,0.0
1759474598.4265947,980.0,1.0,0.0
1759474598.5234547,980.0,1.0,0.0
1759474598.6249993,918.0,1.0,0.0
1759474598.737847,918.0,1.0,0.0
1759474598.8349166,980.0,1.0,0.0
1759474598.9374177,980.0,1.0,0.0
1759474599.0382547,980.0,1.0,0.0
1759474599.1394494,980.0,1.0,0.0
1759474599.2309513,918.0,1.0,0.0
1759474599.3233309,918.0,1.0,0.0
1759474599.4317636,980.0,1.0,0.0
1759474599.5261874,980.0,1.0,0.0
1759474599.6267753,980.0,1.0,0.0
1759474599.7285185,980.0,1.0,0.0
1759474599.8308866,980.0,1.0,0.0
1759474599.9389558,980.0,1.0,0.0
1759474600.0238266,980.0,1.0,0.0
1759474600.1247773,980.0,1.0,0.0
1759474600.2292826,980.0,1.0,0.0
1759474600.3258965,980.0,1.0,0.0
1759474600.4245503,980.0,1.0,0.0
1759474600.53712,980.0,1.0,0.0
1759474600.629034,980.0,1.0,0.0
1759474600.7248292,980.0,1.0,0.0
1759474600.8304646,980.0,1.0,0.0
1759474600.9337444,980.0,1.0,0.0
1759474601.0288706,980.0,1.0,0.0
1759474601.142112,980.0,1.0,0.0
1759474601.1529422,980.0,1.0,0.0
1759474601.247659,980.0,1.0,0.0
1759474601.3320754,980.0,1.0,0.0
1759474601.442153,980.0,1.0,0.0
1759474601.539228,980.0,1.0,0.0
1759474601.5463617,980.0,1.0,0.0
1759474601.6333869,980.0,1.0,0.0
1759474601.7448003,980.0,1.0,0.0
1759474601.752679,980.0,1.0,0.0
1759474601.8487473,980.0,1.0,0.0
1759474601.9347205,980.0,1.0,0.0
1759474602.0502994,980.0,1.0,0.0
1759474602.1429296,980.0,1.0,0.0
1759474602.2526085,980.0,1.0,0.0
1759474602.3594067,980.0,1.0,0.0
1759474602.4470434,980.0,1.0,0.0
1759474602.5455632,980.0,1.0,0.0
1759474602.6385164,980.0,1.0,0.0
1759474602.745659,980.0,1.0,0.0
1759474602.8377233,980.0,1.0,0.0
1759474602.9445624,980.0,1.0,0.0
1759474603.0431807,980.0,1.0,0.0
1759474603.1423874,980.0,1.0,0.0
1759474603.2369592,980.0,1.0,0.0
1759474603.3335395,980.0,1.0,0.0
1759474603.4440107,980.0,1.0,0.0
1759474603.544764,980.0,1.0,0.0
1759474603.6471715,980.0,1.0,0.0
1759474603.7438083,980.0,1.0,0.0
1759474603.8428884,980.0,1.0,0.0
1759474603.9588516,980.0,1.0,0.0
1759474604.0416632,980.0,1.0,0.0
1759474604.143567,980.0,1.0,0.0
1759474604.2447839,980.0,1.0,0.0
1759474604.3407843,980.0,1.0,0.0
1759474604.4387038,980.0,1.0,0.0
1759474604.5413687,980.0,1.0,0.0
1759474604.6557693,980.0,1.0,0.0
1759474604.7416,980.0,1.0,0.0
1759474604.8468213,980.0,1.0,0.0
1759474604.951767,980.0,1.0,0.0
1759474605.0402012,980.0,1.0,0.0
1759474605.1593194,980.0,1.0,0.0
1759474605.2447767,980.0,1.0,0.0
1759474605.353054,980.0,1.0,0.0
1759474605.4572196,980.0,1.0,0.0
1759474605.5451717,980.0,1.0,0.0
1759474605.658089,980.0,1.0,0.0
1759474605.7427526,980.0,1.0,0.0
1759474605.85308,980.0,1.0,0.0
1759474605.9547887,980.0,1.0,0.0
1759474606.0544379,980.0,1.0,0.0
1759474606.1482706,980.0,1.0,0.0
1759474606.2451906,980.0,1.0,0.0
1759474606.3416958,980.0,1.0,0.0
1759474606.4565191,980.0,1.0,0.0
1759474606.5382142,980.0,1.0,0.0
1759474606.5471914,980.0,1.0,0.0
1759474606.6531718,980.0,1.0,0.0
1759474606.749932,980.0,1.0,0.0
1759474606.8517647,980.0,1.0,0.0
1759474606.9557061,980.0,1.0,0.0
1759474607.0549328,980.0,1.0,0.0
1759474607.1424356,980.0,1.0,0.0
1759474607.254729,980.0,1.0,0.0
1759474607.3629656,980.0,1.0,0.0
1759474607.4608653,980.0,1.0,0.0
1759474607.5479543,980.0,1.0,0.0
1759474607.6496375,980.0,1.0,0.0
1759474607.7593784,980.0,1.0,0.0
1759474607.8529835,980.0,1.0,0.0
1759474607.9523797,980.0,1.0,0.0
1759474608.0682695,980.0,1.0,0.0
1759474608.1617885,980.0,1.0,0.0
1759474608.2502334,980.0,1.0,0.0
1759474608.3527172,980.0,1.0,0.0
1759474608.3622422,1044.0,1.0,0.0
1759474608.4527464,980.0,1.0,0.0
1759474608.5547147,980.0,1.0,0.0
1759474608.6482067,980.0,1.0,0.0
1759474608.6570506,980.0,1.0,0.0
1759474608.7657356,980.0,1.0,0.0
1759474608.8763342,980.0,1.0,0.0
1759474608.9503524,980.0,1.0,0.0
1759474609.0590029,980.0,1.0,0.0
1759474609.1682467,980.0,1.0,0.0
1759474609.2732685,980.0,1.0,0.0
1759474609.3660505,980.0,1.0,0.0
1759474609.4510114,980.0,1.0,0.0
1759474609.579469,980.0,1.0,0.0
1759474609.6549382,980.0,1.0,1.0
1759474609.7672057,980.0,1.0,1.0
1759474609.8609598,980.0,1.0,1.0
1759474609.9576807,980.0,1.0,1.0
1759474610.0543218,1044.0,1.0,1.0
1759474610.1536887,1073.0,1.0,1.0
1759474610.2554681,1073.0,1.0,1.0
1759474610.3590772,1073.0,1.0,1.0
1759474610.4577205,1073.0,1.0,1.0
1759474610.5600145,1044.0,1.0,1.0
1759474610.6543689,980.0,1.0,1.0
1759474610.759008,980.0,1.0,1.0
1759474610.8709035,980.0,1.0,1.0
1759474610.9529555,980.0,1.0,1.0
1759474611.0529602,980.0,1.0,1.0
1759474611.1532218,980.0,1.0,1.0
1759474611.2616708,980.0,1.0,1.0
1759474611.3486009,980.0,1.0,1.0
1759474611.4536052,980.0,1.0,1.0
1759474611.5587375,980.0,1.0,1.0
1759474611.6684384,980.0,1.0,1.0
1759474611.7586992,980.0,1.0,1.0
1759474611.8610032,980.0,1.0,1.0
1759474611.959407,980.0,1.0,1.0
1759474612.0732424,980.0,1.0,1.0
1759474612.169971,980.0,1.0,1.0
1759474612.262969,980.0,1.0,1.0
1759474612.3679435,980.0,1.0,1.0
1759474612.470179,980.0,1.0,1.0
1759474612.5658932,980.0,1.0,1.0
1759474612.664513,980.0,1.0,1.0
1759474612.7712033,980.0,1.0,1.0
1759474612.8581686,980.0,1.0,1.0
1759474612.96942,980.0,1.0,1.0
1759474613.0708199,980.0,1.0,1.0
1759474613.1651735,980.0,1.0,1.0
1759474613.2632086,980.0,1.0,1.0
1759474613.3605258,980.0,1.0,1.0
1759474613.4527943,980.0,1.0,1.0
1759474613.5621505,980.0,1.0,1.0
1759474613.6678987,980.0,1.0,1.0
1759474613.767114,980.0,1.0,1.0
1759474613.8638828,980.0,1.0,1.0
1759474613.9673684,980.0,1.0,1.0
1759474614.063161,980.0,1.0,1.0
1759474614.1628165,980.0,1.0,1.0
1759474614.2630725,980.0,1.0,1.0
1759474614.369349,980.0,1.0,1.0
1759474614.4647472,980.0,1.0,1.0
1759474614.5555127,980.0,1.0,1.0
1759474614.5643392,980.0,1.0,1.0
1759474614.66449,980.0,1.0,1.0
1759474614.7648318,980.0,1.0,1.0
1759474614.8719678,980.0,1.0,1.0
1759474614.9675176,980.0,1.0,1.0
1759474615.0713775,980.0,1.0,1.0
1759474615.1659696,980.0,1.0,1.0
1759474615.2654135,980.0,1.0,1.0
1759474615.3666906,980.0,1.0,1.0
1759474615.4652922,980.0,1.0,1.0
1759474615.5621383,980.0,1.0,1.0
1759474615.5709832,980.0,1.0,1.0
1759474615.6744678,980.0,1.0,1.0
1759474615.7718835,980.0,1.0,1.0
1759474615.8815176,980.0,1.0,1.0
1759474615.9841502,980.0,1.0,1.0
1759474616.082037,980.0,1.0,1.0
1759474616.1822007,980.0,1.0,1.0
1759474616.2846546,980.0,1.0,1.0
1759474616.384387,980.0,1.0,1.0
1759474616.4821403,980.0,1.0,1.0
1759474616.567904,980.0,1.0,1.0
1759474616.683413,980.0,1.0,1.0
1759474616.7725725,980.0,1.0,1.0
1759474616.8788548,980.0,1.0,1.0
1759474616.9846413,980.0,1.0,1.0
1759474617.0858524,980.0,1.0,1.0
1759474617.182586,980.0,1.0,1.0
1759474617.2706637,980.0,1.0,1.0
1759474617.3748622,980.0,1.0,1.0
1759474617.474762,918.0,1.0,1.0
1759474617.5786717,918.0,1.0,1.0
1759474617.678755,918.0,1.0,1.0
1759474617.7832832,980.0,1.0,1.0
1759474617.8943708,980.0,1.0,1.0
1759474617.9804263,980.0,1.0,1.0
1759474618.0793545,980.0,1.0,1.0
1759474618.1921105,980.0,1.0,1.0
1759474618.2798545,980.0,1.0,1.0
1759474618.3891408,980.0,1.0,1.0
1759474618.4767718,980.0,1.0,1.0
1759474618.5899231,980.0,1.0,1.0
1759474618.6871564,980.0,1.0,1.0
1759474618.7750533,980.0,1.0,1.0
1759474618.8776245,980.0,1.0,1.0
1759474618.9946194,980.0,1.0,1.0
1759474619.092542,980.0,1.0,1.0
1759474619.186346,980.0,1.0,1.0
1759474619.2860365,980.0,1.0,1.0
1759474619.3824952,980.0,1.0,1.0
1759474619.4904103,980.0,1.0,1.0
1759474619.5873306,980.0,1.0,1.0
1759474619.6790197,980.0,1.0,1.0
1759474619.787085,980.0,1.0,1.0
1759474619.8777292,980.0,1.0,1.0
1759474619.990077,980.0,1.0,1.0
1759474620.0915704,980.0,1.0,1.0
1759474620.1935322,980.0,1.0,1.0
1759474620.2765653,980.0,1.0,1.0
1759474620.376961,980.0,1.0,1.0
1759474620.4838529,980.0,1.0,1.0
1759474620.5937748,980.0,1.0,1.0
1759474620.6909988,918.0,1.0,1.0
1759474620.7757726,980.0,1.0,1.0
1759474620.8886428,980.0,1.0,1.0
1759474620.982431,980.0,1.0,1.0
1759474621.0796356,980.0,1.0,1.0
1759474621.1783612,980.0,1.0,1.0
1759474621.2917392,918.0,1.0,1.0
1759474621.3924863,918.0,1.0,1.0
1759474621.4765747,918.0,1.0,1.0
1759474621.5850763,918.0,1.0,1.0
1759474621.6840954,918.0,1.0,1.0
1759474621.7875671,980.0,1.0,1.0
1759474621.8953915,980.0,1.0,1.0
1759474621.981708,980.0,1.0,1.0
1759474622.0806172,980.0,1.0,1.0
1759474622.1893346,980.0,1.0,1.0
1759474622.2890873,980.0,1.0,1.0
1759474622.3870738,980.0,1.0,1.0
1759474622.4726722,980.0,1.0,1.0
1759474622.587282,980.0,1.0,1.0
1759474622.6841092,980.0,1.0,1.0
1759474622.7721367,980.0,1.0,1.0
1759474622.8779507,980.0,1.0,1.0
1759474622.9872649,980.0,1.0,1.0
1759474623.0881488,980.0,1.0,1.0
1759474623.1723301,980.0,1.0,1.0
1759474623.2806795,918.0,1.0,1.0
1759474623.3839548,980.0,1.0,1.0
1759474623.4800196,980.0,1.0,1.0
1759474623.5847032,980.0,1.0,1.0
1759474623.6750288,980.0,1.0,1.0
1759474623.789235,918.0,1.0,1.0
1759474623.8819048,918.0,1.0,1.0
1759474623.980431,858.0,1.0,1.0
1759474624.091224,918.0,1.0,1.0
1759474624.1921911,918.0,1.0,1.0
1759474624.2927601,918.0,1.0,1.0
1759474624.3741057,918.0,1.0,1.0
1759474624.485367,918.0,1.0,1.0
1759474624.5927896,918.0,1.0,1.0
1759474624.6940885,918.0,1.0,1.0
1759474624.7907982,918.0,1.0,1.0
1759474624.8860443,980.0,1.0,1.0
1759474624.9966016,980.0,1.0,1.0
1759474625.0867336,980.0,1.0,1.0
1759474625.1940684,980.0,1.0,1.0
1759474625.2998312,980.0,1.0,1.0
1759474625.390198,918.0,1.0,1.0
1759474625.4920666,918.0,1.0,1.0
1759474625.5762405,918.0,1.0,1.0
1759474625.6900573,918.0,1.0,1.0
1759474625.783003,918.0,1.0,1.0
1759474625.8912485,918.0,1.0,1.0
1759474626.001437,918.0,1.0,1.0
1759474626.0821085,918.0,1.0,1.0
1759474626.1922772,918.0,1.0,1.0
1759474626.2819943,918.0,1.0,1.0
1759474626.3760922,980.0,1.0,1.0
1759474626.4892533,918.0,1.0,1.0
1759474626.5858622,918.0,1.0,1.0
1759474626.682514,918.0,1.0,1.0
1759474626.787155,918.0,1.0,1.0
1759474626.8934824,980.0,1.0,1.0
1759474626.9938126,980.0,1.0,1.0
1759474627.0926871,980.0,1.0,1.0
1759474627.1918533,918.0,1.0,1.0
1759474627.2903228,918.0,1.0,1.0
1759474627.3961208,918.0,1.0,1.0
1759474627.4787343,918.0,1.0,1.0
1759474627.491064,918.0,1.0,1.0
1759474627.584555,980.0,1.0,1.0
1759474627.6961598,980.0,1.0,1.0
1759474627.7857175,980.0,1.0,1.0
1759474627.8863091,980.0,1.0,1.0
1759474627.902823,980.0,1.0,1.0
1759474627.9961333,980.0,1.0,1.0
1759474628.0944948,980.0,1.0,1.0
1759474628.1919737,918.0,1.0,1.0
1759474628.3058798,918.0,1.0,1.0
1759474628.3958454,980.0,1.0,1.0
1759474628.4905303,980.0,1.0,1.0
1759474628.6009004,980.0,1.0,1.0
1759474628.6966171,980.0,1.0,1.0
1759474628.7960808,980.0,1.0,1.0
1759474628.9081516,980.0,1.0,1.0
1759474628.994408,980.0,1.0,1.0
1759474629.1097872,980.0,1.0,1.0
1759474629.2134738,980.0,1.0,1.0
1759474629.2949858,918.0,1.0,1.0
1759474629.4021463,918.0,1.0,1.0
1759474629.5076177,858.0,1.0,1.0
1759474629.5974753,858.0,1.0,1.0
1759474629.6916904,918.0,1.0,1.0
1759474629.807626,980.0,1.0,1.0
1759474629.90484,980.0,1.0,1.0
1759474630.0057244,980.0,1.0,1.0
1759474630.1078024,980.0,1.0,1.0
1759474630.19802,980.0,1.0,1.0
1759474630.3129358,918.0,1.0,1.0
1759474630.4050105,980.0,1.0,1.0
1759474630.504609,980.0,1.0,1.0
1759474630.605214,980.0,1.0,1.0
1759474630.6969972,918.0,1.0,1.0
1759474630.805113,918.0,1.0,1.0
1759474630.8942842,980.0,1.0,1.0
1759474630.9029498,980.0,1.0,1.0
1759474630.9985476,918.0,1.0,1.0
1759474631.0996888,980.0,1.0,1.0
1759474631.210166,980.0,1.0,1.0
1759474631.21973,980.0,1.0,1.0
1759474631.3104982,980.0,1.0,1.0
1759474631.4097147,918.0,1.0,1.0
1759474631.5003526,918.0,1.0,1.0
1759474631.5968,980.0,1.0,1.0
1759474631.698757,980.0,1.0,1.0
1759474631.815997,980.0,1.0,1.0
1759474631.8244982,980.0,1.0,1.0
1759474631.9232895,980.0,1.0,1.0
1759474632.0148487,980.0,1.0,1.0
1759474632.1066327,980.0,1.0,1.0
1759474632.1283252,980.0,1.0,1.0
1759474632.2164776,980.0,1.0,1.0
1759474632.31548,980.0,1.0,1.0
1759474632.4089997,980.0,1.0,1.0
1759474632.5185857,980.0,1.0,1.0
1759474632.6189346,980.0,1.0,1.0
1759474632.7129357,980.0,1.0,1.0
1759474632.8242137,980.0,1.0,1.0
1759474632.9300122,980.0,1.0,1.0
1759474633.0301461,918.0,1.0,1.0
1759474633.1301317,918.0,1.0,1.0
1759474633.2223547,918.0,1.0,1.0
1759474633.3305147,980.0,1.0,1.0
1759474633.4269452,980.0,1.0,1.0
1759474633.5188136,980.0,1.0,1.0
1759474633.6224768,980.0,1.0,1.0
1759474633.7330964,980.0,1.0,1.0
1759474633.818122,980.0,1.0,1.0
1759474633.912513,980.0,1.0,1.0
1759474634.0279326,980.0,1.0,1.0
