timestamp_sec,x,y,z,vx,vy,vz,heading,delta_heading,ref_lat,ref_lon,ref_alt
1759474569.4278946,69.23906707763672,72.26810455322266,-5.004364013671875,0.0022520916536450386,0.008833746425807476,0.006035567726939917,1.8593233823776245,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.4480383,69.23838806152344,72.26828002929688,-5.004669189453125,0.0007589375018142164,0.007754770573228598,0.010161345824599266,1.859272837638855,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.4673767,69.23796081542969,72.26838684082031,-5.00482177734375,0.0008657617727294564,0.007506412919610739,0.009309311397373676,1.8594378232955933,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.4877903,69.23737335205078,72.26851654052734,-5.00506591796875,0.0003725332207977772,0.006477198097854853,0.006670766975730658,1.8595510721206665,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.507513,69.23701477050781,72.26858520507812,-5.0052490234375,0.0006273661856539547,0.006548036355525255,0.005777161102741957,1.859527349472046,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.5274577,69.23653411865234,72.2686538696289,-5.005523681640625,0.0017969539621844888,0.004999558907002211,0.0038141943514347076,1.8592394590377808,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.5475495,69.23626708984375,72.2686767578125,-5.005706787109375,0.002386774867773056,0.003694697981700301,0.004652544856071472,1.8593612909317017,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.567547,69.23587799072266,72.26868438720703,-5.0059814453125,0.0005055676447227597,0.0036428654566407204,0.004254421219229698,1.8593484163284302,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.5873425,69.23563385009766,72.2686767578125,-5.00616455078125,0.0004354715929366648,0.0037188883870840073,0.0034428350627422333,1.8593471050262451,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.6074936,69.23528289794922,72.26866149902344,-5.0064697265625,-0.0003872572851832956,0.0034925462678074837,0.0012001004070043564,1.859308123588562,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.6274955,69.23506927490234,72.26864624023438,-5.00665283203125,0.00041329633677378297,0.0032694784458726645,0.004918650723993778,1.859348177909851,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.6479714,69.23426818847656,72.26870727539062,-5.006927490234375,0.001324223354458809,0.00182901113294065,0.0021162815392017365,1.8593263626098633,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.6674962,69.23360443115234,72.2687759399414,-5.00714111328125,0.0021503616590052843,0.0023239406291395426,0.0010884548537433147,1.859245777130127,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.6876454,69.23270416259766,72.26889038085938,-5.007476806640625,0.002352372510358691,0.0027892414946109056,0.0019836013671010733,1.8594213724136353,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.7084322,69.23214721679688,72.26895141601562,-5.007659912109375,0.001801996142603457,0.00232087098993361,0.0018243249505758286,1.8595466613769531,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.7278795,69.23136901855469,72.26903533935547,-5.007904052734375,0.001855081063695252,0.002687654225155711,0.0017027324065566063,1.859876036643982,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.7479494,69.23088836669922,72.2690658569336,-5.008026123046875,0.0015454376116394997,0.0013889143010601401,0.0021151488181203604,1.8599101305007935,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.76824,69.230224609375,72.26908874511719,-5.008209228515625,0.003051694016903639,0.002095189644023776,0.003950159996747971,1.8599903583526611,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.7880197,69.22985076904297,72.26910400390625,-5.00836181640625,0.003525533713400364,0.0011436674976721406,0.00210942723788321,1.8602079153060913,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.8086908,69.22933959960938,72.26911163330078,-5.00848388671875,0.003806396620348096,0.0009234100580215454,0.005119504407048225,1.8599507808685303,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.8280091,69.22904205322266,72.26909637451172,-5.008575439453125,0.005915058311074972,0.0012895760592073202,0.0038156192749738693,1.8597993850708008,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.8478696,69.22850036621094,72.26912689208984,-5.008819580078125,0.008050048723816872,0.003033785615116358,0.0038425526581704617,1.8596888780593872,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.8674846,69.22793579101562,72.26920318603516,-5.00909423828125,0.007010514847934246,0.00269523449242115,0.004886102396994829,1.859501600265503,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.887735,69.22712707519531,72.26927185058594,-5.0093994140625,0.006885315757244825,0.002003250177949667,0.005830449517816305,1.8595823049545288,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.9081469,69.22664642333984,72.26930236816406,-5.00958251953125,0.008053272031247616,0.0006709019071422517,0.005856601987034082,1.8595952987670898,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.9280791,69.22602844238281,72.26929473876953,-5.00982666015625,0.008553232997655869,-0.0006417999393306673,0.00815883744508028,1.8592984676361084,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.948012,69.22565460205078,72.26927185058594,-5.009918212890625,0.008851174265146255,-4.778172296937555e-05,0.008099631406366825,1.859296202659607,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.9676385,69.22512817382812,72.26922607421875,-5.010101318359375,0.008073118515312672,-0.0011426334967836738,0.010514241643249989,1.8593190908432007,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474569.9879699,69.22480010986328,72.26918029785156,-5.010162353515625,0.006920347921550274,-0.0014746563974767923,0.010038522072136402,1.8593844175338745,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.0079062,69.22435760498047,72.26910400390625,-5.01025390625,0.007350937929004431,-0.0008226907812058926,0.00851648859679699,1.859538197517395,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.0278916,69.22409057617188,72.26904296875,-5.01031494140625,0.006878109648823738,-0.001092633232474327,0.008682775311172009,1.8595014810562134,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.0479295,69.22371673583984,72.26895904541016,-5.0103759765625,0.0069519877433776855,-0.00038200136623345315,0.008094020187854767,1.8596962690353394,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.0681531,69.22334289550781,72.26896667480469,-5.010406494140625,0.0061440072022378445,0.00022843715851195157,0.008624638430774212,1.8596854209899902,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.0882854,69.22281646728516,72.26898193359375,-5.010467529296875,0.0058805434964597225,0.0012935478007420897,0.010364336892962456,1.8599387407302856,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.1084688,69.22250366210938,72.26899719238281,-5.01043701171875,0.00619865907356143,0.0019042460480704904,0.012444148771464825,1.859959602355957,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.129766,69.22208404541016,72.26899719238281,-5.0103759765625,0.0063203866593539715,0.0005210909293964505,0.010142662562429905,1.8599622249603271,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.1486983,69.22183990478516,72.26898193359375,-5.010345458984375,0.007153678219765425,0.00029969841125421226,0.015161716379225254,1.8598908185958862,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.1686459,69.2215576171875,72.26893615722656,-5.010223388671875,0.008849754929542542,0.00031656879582442343,0.013092251494526863,1.859704852104187,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.1886404,69.2214126586914,72.26891326904297,-5.010162353515625,0.00836961716413498,0.0011397331254556775,0.012144818902015686,1.8596967458724976,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.2088645,69.22119903564453,72.26888275146484,-5.01007080078125,0.00707511929795146,0.0019244170980527997,0.011078599840402603,1.8598809242248535,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.229499,69.22107696533203,72.26886749267578,-5.009979248046875,0.008198030292987823,0.002374424831941724,0.011827196925878525,1.8598850965499878,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.2491884,69.22096252441406,72.26885223388672,-5.009857177734375,0.009768586605787277,0.002127747517079115,0.011600586585700512,1.8597685098648071,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.2688873,69.22091674804688,72.2688217163086,-5.009765625,0.00878358818590641,0.00225907564163208,0.01144308689981699,1.8597692251205444,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.2890556,69.22085571289062,72.268798828125,-5.0096435546875,0.008000706322491169,0.002605258719995618,0.012057242915034294,1.8597584962844849,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.3089118,69.2208251953125,72.2687759399414,-5.009552001953125,0.008741849102079868,0.0026873599272221327,0.009399753995239735,1.8598312139511108,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.3287554,69.2208251953125,72.26873779296875,-5.0093994140625,0.009364773519337177,0.0029983902350068092,0.013616376556456089,1.8597561120986938,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.3487153,69.22086334228516,72.26871490478516,-5.009246826171875,0.010040181688964367,0.0023963632993400097,0.013510704040527344,1.8596158027648926,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.3692508,69.220947265625,72.26863861083984,-5.009063720703125,0.010415022261440754,0.0009431998478248715,0.011571559123694897,1.8595260381698608,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.389208,69.22103118896484,72.26856994628906,-5.008941650390625,0.010682966560125351,0.0007694154628552496,0.01123086642473936,1.8596371412277222,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.4100385,69.22118377685547,72.26848602294922,-5.0087890625,0.009575435891747475,0.0007675334927625954,0.01048966683447361,1.8596221208572388,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.4304621,69.22108459472656,72.26834106445312,-5.00872802734375,0.008844464085996151,-0.0008397985948249698,0.011386854574084282,1.8595110177993774,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.4500124,69.2206802368164,72.26802825927734,-5.0086669921875,0.007900094613432884,-0.0010911101708188653,0.010948142036795616,1.859358549118042,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.4701633,69.2204360961914,72.26781463623047,-5.00860595703125,0.007062144577503204,-0.001674735452979803,0.01060406118631363,1.8593956232070923,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.4896543,69.22008514404297,72.2674789428711,-5.008575439453125,0.006236989051103592,-0.0027162404730916023,0.00705783860757947,1.8593635559082031,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.5095222,69.21988677978516,72.26725006103516,-5.00848388671875,0.006720346864312887,-0.0027834814973175526,0.009518690407276154,1.8592778444290161,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.5296738,69.2197036743164,72.26702880859375,-5.0084228515625,0.006728345062583685,-0.003486576722934842,0.009487241506576538,1.8593651056289673,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.5499282,69.2194595336914,72.26666259765625,-5.008331298828125,0.005930293817073107,-0.004476109519600868,0.008783338591456413,1.8595417737960815,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.5692732,69.21931457519531,72.26642608642578,-5.008270263671875,0.005296613089740276,-0.004637252073734999,0.007647923659533262,1.8598178625106812,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.5896232,69.21910858154297,72.26606750488281,-5.008209228515625,0.0053015826269984245,-0.004021497443318367,0.007330486550927162,1.859930396080017,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.6094368,69.21894073486328,72.26573944091797,-5.00811767578125,0.005460966844111681,-0.0027199010364711285,0.006196226458996534,1.860305905342102,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.6302483,69.21885681152344,72.26553344726562,-5.008087158203125,0.005918378010392189,-0.003023171331733465,0.007452991791069508,1.86029851436615,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.6493464,69.21823120117188,72.26551818847656,-5.008026123046875,0.005226057954132557,-0.0033612248953431845,0.007633439730852842,1.8603726625442505,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.6691842,69.21734619140625,72.26547241210938,-5.007965087890625,0.00310904229991138,-0.004410922527313232,0.006683203857392073,1.860539197921753,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.6892385,69.21656799316406,72.26539611816406,-5.007781982421875,0.005036994349211454,-0.004267404321581125,0.008602102287113667,1.860505223274231,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.7104504,69.21610260009766,72.26533508300781,-5.0076904296875,0.005520849954336882,-0.004413990769535303,0.007715659681707621,1.8603254556655884,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.7293396,69.2154541015625,72.26522827148438,-5.007568359375,0.004406805150210857,-0.004631990101188421,0.0066650742664933205,1.8603688478469849,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.7497845,69.21504211425781,72.26515197753906,-5.00750732421875,0.003759462386369705,-0.004013169091194868,0.006183224264532328,1.8602981567382812,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.7695084,69.21443939208984,72.2650375366211,-5.00738525390625,0.0008462031837552786,-0.004088154062628746,0.006753226276487112,1.8600876331329346,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.789738,69.21405029296875,72.26496124267578,-5.007293701171875,0.0005797365447506309,-0.0032620157580822706,0.007497149519622326,1.8601170778274536,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.8097887,69.21349334716797,72.26485443115234,-5.007110595703125,0.00030971196247264743,-0.0023788565304130316,0.008870254270732403,1.8604063987731934,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
1759474570.8297474,69.2131576538086,72.26478576660156,-5.006988525390625,0.00012951029930263758,-0.0037110636476427317,0.009650710970163345,1.8605695962905884,-0.004388038534671068,47.3977508,8.5456074,488.26300048828125
