timestamp_sec,arming_state,nav_state,failsafe,system_type,system_id
1759474608.8737104,2,14,False,13,1
1759474609.3743007,2,14,False,13,1
1759474609.878606,2,14,False,13,1
1759474610.3829176,2,14,False,13,1
1759474610.886809,2,14,False,13,1
1759474611.3912761,2,14,False,13,1
1759474611.8955357,2,14,False,13,1
1759474612.3995712,2,14,False,13,1
1759474612.903934,2,14,False,13,1
1759474613.4075625,2,14,False,13,1
1759474613.9116807,2,14,False,13,1
1759474614.4165466,2,14,False,13,1
1759474614.9215455,2,14,False,13,1
1759474615.4255848,2,14,False,13,1
1759474615.9293723,2,14,False,13,1
1759474616.4339058,2,14,False,13,1
1759474616.9374394,2,14,False,13,1
1759474617.4424934,2,14,False,13,1
1759474617.9475806,2,14,False,13,1
1759474618.4518394,2,14,False,13,1
1759474618.9555888,2,14,False,13,1
1759474619.45979,2,14,False,13,1
1759474619.964389,2,14,False,13,1
1759474620.4686348,2,14,False,13,1
1759474620.9735227,2,14,False,13,1
1759474621.4774485,2,14,False,13,1
1759474621.9812355,2,14,False,13,1
1759474622.4867475,2,14,False,13,1
1759474622.990364,2,14,False,13,1
1759474623.4943612,2,14,False,13,1
1759474623.9995942,2,14,False,13,1
1759474624.5033016,2,14,False,13,1
1759474625.0092416,2,14,False,13,1
1759474625.5123508,2,14,False,13,1
1759474626.017441,2,14,False,13,1
1759474626.5217557,2,14,False,13,1
1759474627.0265474,2,14,False,13,1
1759474627.5307133,2,14,False,13,1
1759474628.0345812,2,14,False,13,1
1759474628.5400398,2,14,False,13,1
1759474629.0441847,2,14,False,13,1
1759474629.548673,2,14,False,13,1
1759474630.0530512,2,14,False,13,1
1759474630.5577645,2,14,False,13,1
1759474631.0621793,2,14,False,13,1
1759474631.5654354,2,14,False,13,1
1759474632.0699553,2,14,False,13,1
1759474632.574137,2,14,False,13,1
1759474633.0784478,2,14,False,13,1
1759474633.5828726,2,14,False,13,1
1759474634.0871167,2,14,False,13,1
1759474634.592607,2,14,False,13,1
1759474635.0972571,2,14,False,13,1
1759474635.6013868,2,14,False,13,1
1759474636.10584,2,14,False,13,1
1759474636.6096685,2,14,False,13,1
1759474637.1137881,2,14,False,13,1
1759474637.6205568,2,14,False,13,1
1759474638.1237545,2,14,False,13,1
1759474638.627507,2,14,False,13,1
1759474639.1320338,2,14,False,13,1
1759474639.6357672,2,14,False,13,1
1759474640.1401916,2,14,False,13,1
1759474640.6447883,2,14,False,13,1
1759474641.1487088,2,14,False,13,1
1759474641.6529472,2,14,False,13,1
1759474642.157616,2,14,False,13,1
1759474642.6632028,2,14,False,13,1
1759474643.1668773,2,14,False,13,1
1759474643.670684,2,14,False,13,1
1759474644.1759934,2,14,False,13,1
1759474644.6804276,2,14,False,13,1
1759474645.1853645,2,14,False,13,1
1759474645.6893353,2,14,False,13,1
1759474646.1928074,2,14,False,13,1
1759474646.6972594,2,14,False,13,1
1759474647.2016714,2,14,False,13,1
1759474647.706368,2,14,False,13,1
1759474648.2097745,2,14,False,13,1
1759474648.7143984,2,14,False,13,1
1759474649.2191367,2,14,False,13,1
1759474649.722919,2,14,False,13,1
1759474650.2280254,2,14,False,13,1
1759474650.730816,2,14,False,13,1
1759474651.236728,2,14,False,13,1
1759474651.742153,2,14,False,13,1
1759474652.245564,2,14,False,13,1
1759474652.7522373,2,14,False,13,1
1759474653.253928,2,14,False,13,1
1759474653.759009,2,14,False,13,1
1759474654.2632873,2,14,False,13,1
1759474654.767791,2,14,False,13,1
1759474655.2723,2,14,False,13,1
1759474655.7780318,2,14,False,13,1
1759474656.282108,2,14,False,13,1
1759474656.7855637,2,14,False,13,1
1759474657.2892299,2,14,False,13,1
1759474657.7944071,2,14,False,13,1
1759474658.2983513,2,14,False,13,1
1759474658.802677,2,14,False,13,1
1759474659.306581,2,14,False,13,1
1759474659.810823,2,14,False,13,1
1759474660.3149922,2,14,False,13,1
1759474660.8191407,2,14,False,13,1
1759474661.3245637,2,14,False,13,1
1759474661.828736,2,14,False,13,1
1759474662.333282,2,14,False,13,1
1759474662.8379323,2,14,False,13,1
1759474663.341368,2,14,False,13,1
1759474663.845671,2,14,False,13,1
1759474664.3513877,2,14,False,13,1
1759474664.8544915,2,14,False,13,1
1759474665.3589606,2,14,False,13,1
1759474665.8635597,2,14,False,13,1
1759474666.368031,2,14,False,13,1
1759474666.871605,2,14,False,13,1
1759474667.3766901,2,14,False,13,1
1759474667.882072,2,14,False,13,1
1759474668.3858292,2,14,False,13,1
1759474668.8895843,2,14,False,13,1
1759474669.3945646,2,14,False,13,1
1759474669.8988774,2,14,False,13,1
1759474670.4031699,2,14,False,13,1
1759474670.907658,2,14,False,13,1
1759474671.4118505,2,14,False,13,1
1759474671.9157453,2,14,False,13,1
1759474672.4202802,2,14,False,13,1
1759474672.9241629,2,14,False,13,1
1759474673.428239,2,14,False,13,1
1759474673.9325657,2,14,False,13,1
1759474674.436494,2,14,False,13,1
1759474674.9404008,2,14,False,13,1
1759474675.4462037,2,14,False,13,1
1759474675.9501557,2,14,False,13,1
1759474676.4542122,2,14,False,13,1
1759474676.95875,2,14,False,13,1
1759474677.4631903,2,14,False,13,1
1759474677.9677498,2,14,False,13,1
1759474678.4723513,2,14,False,13,1
1759474678.9774563,2,14,False,13,1
1759474679.4817026,2,14,False,13,1
1759474679.98569,2,14,False,13,1
1759474680.4910648,2,14,False,13,1
1759474680.9947286,2,14,False,13,1
1759474681.4982827,2,14,False,13,1
1759474682.0025318,2,14,False,13,1
1759474682.5075543,2,14,False,13,1
1759474683.0136878,2,14,False,13,1
1759474683.5165386,2,14,False,13,1
1759474684.0204227,2,14,False,13,1
1759474684.5257304,2,14,False,13,1
1759474685.0314329,2,14,False,13,1
1759474685.5347295,2,14,False,13,1
1759474686.0381427,2,14,False,13,1
1759474686.5422814,2,14,False,13,1
1759474687.046311,2,14,False,13,1
1759474687.5505295,2,14,False,13,1
1759474688.0548198,2,14,False,13,1
1759474688.5596542,2,14,False,13,1
1759474689.0632725,2,14,False,13,1
1759474689.5684757,2,14,False,13,1
1759474690.0729008,2,14,False,13,1
1759474690.5764287,2,14,False,13,1
1759474691.0811772,2,14,False,13,1
1759474691.58571,2,14,False,13,1
1759474692.0903456,2,14,False,13,1
1759474692.5941846,2,14,False,13,1
1759474693.0985012,2,14,False,13,1
1759474693.6028101,2,14,False,13,1
1759474694.1073654,2,14,False,13,1
1759474694.612283,2,14,False,13,1
1759474695.117024,2,14,False,13,1
1759474695.6214855,2,14,False,13,1
1759474696.1252496,2,14,False,13,1
1759474696.6293037,2,14,False,13,1
1759474697.1333783,2,14,False,13,1
1759474697.6381292,2,14,False,13,1
1759474698.1424685,2,14,False,13,1
1759474698.6473267,2,14,False,13,1
1759474699.151753,2,14,False,13,1
1759474699.655225,2,14,False,13,1
1759474700.1607661,2,14,False,13,1
1759474700.6647708,2,14,False,13,1
1759474701.1684647,2,14,False,13,1
1759474701.6733484,2,14,False,13,1
1759474702.1777794,2,14,False,13,1
1759474702.6812866,2,14,False,13,1
1759474703.1855845,2,14,False,13,1
1759474703.6901903,2,14,False,13,1
1759474704.1946466,2,14,False,13,1
1759474704.69854,2,14,False,13,1
1759474705.2034025,2,14,False,13,1
1759474705.708231,2,14,False,13,1
1759474706.212655,2,14,False,13,1
1759474706.7164643,2,14,False,13,1
1759474707.2215278,2,14,False,13,1
1759474707.7268617,2,14,False,13,1
1759474708.2306137,2,14,False,13,1
1759474708.734572,2,14,False,13,1
1759474709.238765,2,14,False,13,1
1759474709.7434409,2,14,False,13,1
1759474710.2478683,2,14,False,13,1
1759474710.7526205,2,14,False,13,1
1759474711.2561986,2,14,False,13,1
1759474711.7605796,2,14,False,13,1
1759474712.2649786,2,14,False,13,1
1759474712.768439,2,14,False,13,1
1759474713.2730663,2,14,False,13,1
1759474713.7774208,2,14,False,13,1
1759474714.2816603,2,14,False,13,1
1759474714.7863119,2,14,False,13,1
1759474715.2915595,2,14,False,13,1
1759474715.7958915,2,14,False,13,1
1759474716.299221,2,14,False,13,1
1759474716.8043807,2,14,False,13,1
1759474717.3086767,2,14,False,13,1
1759474717.8124058,2,14,False,13,1
1759474718.316787,2,14,False,13,1
1759474718.8205137,2,14,False,13,1
1759474719.325835,2,14,False,13,1
1759474719.8295121,2,14,False,13,1
1759474720.333466,2,14,False,13,1
1759474720.8387203,2,14,False,13,1
1759474721.3428092,2,14,False,13,1
1759474721.8475854,2,14,False,13,1
1759474722.3513782,2,14,False,13,1
1759474722.8553872,2,14,False,13,1
1759474723.3595603,2,14,False,13,1
1759474723.8643925,2,14,False,13,1
1759474724.3683083,2,14,False,13,1
1759474724.872434,2,14,False,13,1
1759474725.3772838,2,14,False,13,1
1759474725.8816009,2,14,False,13,1
1759474726.3870177,2,14,False,13,1
1759474726.8911917,2,14,False,13,1
1759474727.3953364,2,14,False,13,1
1759474727.899878,2,14,False,13,1
1759474728.4036753,2,14,False,13,1
1759474728.9082332,2,14,False,13,1
1759474729.4124212,2,14,False,13,1
1759474729.916337,2,14,False,13,1
1759474730.4213243,2,14,False,13,1
1759474730.9260345,2,14,False,13,1
1759474731.4305556,2,14,False,13,1
1759474731.9345787,2,14,False,13,1
1759474732.4394825,2,14,False,13,1
1759474732.9445252,2,14,False,13,1
1759474733.4484012,2,14,False,13,1
1759474733.9524384,2,14,False,13,1
1759474734.4566846,2,14,False,13,1
1759474734.9606612,2,14,False,13,1
1759474735.4653609,2,14,False,13,1
1759474735.9711196,2,14,False,13,1
1759474736.4743214,2,14,False,13,1
1759474736.978608,2,14,False,13,1
1759474737.4824116,2,14,False,13,1
1759474737.9865365,2,14,False,13,1
1759474738.4908047,2,14,False,13,1
1759474738.995446,2,14,False,13,1
1759474739.4995022,2,14,False,13,1
1759474740.0034127,2,14,False,13,1
1759474740.5084586,2,14,False,13,1
1759474741.012434,2,14,False,13,1
1759474741.5163386,2,14,False,13,1
1759474742.0205584,2,14,False,13,1
1759474742.526422,2,14,False,13,1
1759474743.0304542,2,14,False,13,1
1759474743.5358992,2,14,False,13,1
1759474744.0401127,2,14,False,13,1
1759474744.5442934,2,14,False,13,1
1759474745.0484166,2,14,False,13,1
1759474745.5525413,2,14,False,13,1
1759474746.0565386,2,14,False,13,1
1759474746.5601974,2,14,False,13,1
1759474747.0654275,2,14,False,13,1
1759474747.5695348,2,14,False,13,1
1759474748.0748413,2,14,False,13,1
1759474748.578475,2,14,False,13,1
1759474749.082488,2,14,False,13,1
1759474749.5866187,2,14,False,13,1
1759474750.0918279,2,14,False,13,1
1759474750.5956595,2,14,False,13,1
1759474751.09983,2,14,False,13,1
1759474751.6050284,2,14,False,13,1
1759474752.1094868,2,14,False,13,1
1759474752.6134713,2,14,False,13,1
1759474753.1175876,2,14,False,13,1
1759474753.6213071,2,14,False,13,1
1759474754.1263707,2,14,False,13,1
1759474754.6305938,2,14,False,13,1
1759474755.134579,2,14,False,13,1
1759474755.6390169,2,14,False,13,1
1759474756.1434336,2,14,False,13,1
1759474756.647531,2,14,False,13,1
1759474757.1524816,2,14,False,13,1
1759474757.6565735,2,14,False,13,1
1759474758.161361,2,14,False,13,1
1759474758.6657429,2,14,False,13,1
1759474759.1694088,2,14,False,13,1
1759474759.6748924,2,14,False,13,1
1759474760.178304,2,14,False,13,1
1759474760.682317,2,14,False,13,1
1759474761.1875474,2,14,False,13,1
1759474761.690844,2,14,False,13,1
1759474762.1967368,2,14,False,13,1
1759474762.700859,2,14,False,13,1
1759474763.204811,2,14,False,13,1
1759474763.7097561,2,14,False,13,1
1759474764.213917,2,14,False,13,1
1759474764.7178876,2,14,False,13,1
1759474765.2221596,2,14,False,13,1
1759474765.727693,2,14,False,13,1
1759474766.231564,2,14,False,13,1
1759474766.7355185,2,14,False,13,1
1759474767.2392194,2,14,False,13,1
1759474767.743613,2,14,False,13,1
1759474768.2476945,2,14,False,13,1
1759474768.752373,2,14,False,13,1
1759474769.2564487,2,14,False,13,1
1759474769.7619252,2,14,False,13,1
1759474770.266463,2,14,False,13,1
1759474770.7701719,2,14,False,13,1
1759474771.2742553,2,14,False,13,1
1759474771.7806094,2,14,False,13,1
1759474772.2844558,2,14,False,13,1
1759474772.788381,2,14,False,13,1
1759474773.2933772,2,14,False,13,1
1759474773.7980447,2,14,False,13,1
1759474774.3012667,2,14,False,13,1
1759474774.8063278,2,14,False,13,1
1759474775.3106718,2,14,False,13,1
1759474775.8149946,2,14,False,13,1
1759474776.3191922,2,14,False,13,1
1759474776.8230655,2,14,False,13,1
1759474777.3285646,2,14,False,13,1
1759474777.83274,2,14,False,13,1
1759474778.336655,2,14,False,13,1
1759474778.842226,2,14,False,13,1
1759474779.3458447,2,14,False,13,1
1759474779.8493843,2,14,False,13,1
1759474780.3533628,2,14,False,13,1
1759474780.8585896,2,14,False,13,1
1759474781.3633485,2,14,False,13,1
1759474781.8678937,2,14,False,13,1
1759474782.371619,2,14,False,13,1
1759474782.875475,2,14,False,13,1
1759474783.3797486,2,14,False,13,1
1759474783.8867419,2,14,False,13,1
1759474784.3897767,2,14,False,13,1
1759474784.8933337,2,14,False,13,1
1759474785.3972828,2,14,False,13,1
1759474785.9013867,2,14,False,13,1
1759474786.4061728,2,14,False,13,1
1759474786.9101665,2,14,False,13,1
1759474787.4147544,2,14,False,13,1
1759474787.919684,2,14,False,13,1
1759474788.4236138,2,14,False,13,1
1759474788.9275255,2,14,False,13,1
1759474789.4322586,2,14,False,13,1
1759474789.9366512,2,14,False,13,1
1759474790.4417417,2,14,False,13,1
1759474790.9465842,2,14,False,13,1
1759474791.450286,2,14,False,13,1
1759474791.9543967,2,14,False,13,1
1759474792.458342,2,14,False,13,1
1759474792.9634244,2,14,False,13,1
1759474793.4674933,2,14,False,13,1
1759474793.9724877,2,14,False,13,1
1759474794.4763913,2,14,False,13,1
1759474794.9803717,2,14,False,13,1
1759474795.4844897,2,14,False,13,1
1759474795.9883187,2,14,False,13,1
1759474796.493539,2,14,False,13,1
1759474796.9974775,2,14,False,13,1
1759474797.5023055,2,14,False,13,1
1759474798.0077696,2,14,False,13,1
1759474798.5118084,2,14,False,13,1
1759474799.0166218,2,14,False,13,1
1759474799.5203664,2,14,False,13,1
1759474800.024303,2,14,False,13,1
1759474800.5284507,2,14,False,13,1
1759474801.032851,2,14,False,13,1
1759474801.5391324,2,14,False,13,1
1759474802.0426419,2,14,False,13,1
1759474802.5473254,2,14,False,13,1
1759474803.0524235,2,14,False,13,1
1759474803.5568318,2,14,False,13,1
1759474804.060554,2,14,False,13,1
1759474804.5644944,2,14,False,13,1
1759474805.068345,2,14,False,13,1
1759474805.5727437,2,14,False,13,1
1759474806.0773368,2,14,False,13,1
1759474806.5819168,2,14,False,13,1
1759474807.0871906,2,14,False,13,1
1759474807.5903883,2,14,False,13,1
1759474808.0948746,2,14,False,13,1
1759474808.5982795,2,14,False,13,1
1759474809.10331,2,14,False,13,1
1759474809.6090596,2,14,False,13,1
1759474810.112407,2,14,False,13,1
1759474810.6163661,2,14,False,13,1
1759474811.121454,2,14,False,13,1
1759474811.6255243,2,14,False,13,1
1759474812.130432,2,14,False,13,1
1759474812.634366,2,14,False,13,1
1759474813.138509,2,14,False,13,1
1759474813.6440792,2,14,False,13,1
1759474814.1487937,2,14,False,13,1
1759474814.6522946,2,14,False,13,1
1759474815.157748,2,14,False,13,1
1759474815.6615949,2,14,False,13,1
1759474816.1662376,2,14,False,13,1
1759474816.6701858,2,14,False,13,1
1759474817.174416,2,14,False,13,1
1759474817.6797183,2,14,False,13,1
1759474818.1834738,2,14,False,13,1
1759474818.688143,2,14,False,13,1
1759474819.191414,2,14,False,13,1
1759474819.6961696,2,14,False,13,1
1759474820.200652,2,14,False,13,1
1759474820.7044966,2,14,False,13,1
1759474821.2093616,2,14,False,13,1
1759474821.7147477,2,14,False,13,1
1759474822.2183006,2,14,False,13,1
1759474822.7227643,2,14,False,13,1
1759474823.2265828,2,14,False,13,1
1759474823.730734,2,14,False,13,1
1759474824.2360744,2,14,False,13,1
1759474824.740272,2,14,False,13,1
1759474825.244525,2,14,False,13,1
1759474825.7493222,2,14,False,13,1
1759474826.2533913,2,14,False,13,1
1759474826.757892,2,14,False,13,1
1759474827.2620924,2,14,False,13,1
1759474827.7656934,2,14,False,13,1
1759474828.270287,2,14,False,13,1
1759474828.7762084,2,14,False,13,1
1759474829.2804406,2,14,False,13,1
1759474829.784283,2,14,False,13,1
1759474830.2883177,2,14,False,13,1
1759474830.7928166,2,14,False,13,1
1759474831.2963855,2,14,False,13,1
1759474831.8016093,2,14,False,13,1
1759474832.3056436,2,14,False,13,1
1759474832.809764,2,14,False,13,1
1759474833.3143342,2,14,False,13,1
1759474833.8182032,2,14,False,13,1
1759474834.32349,2,14,False,13,1
1759474834.8273368,2,14,False,13,1
1759474835.3329186,2,14,False,13,1
1759474835.836993,2,14,False,13,1
1759474836.3415082,2,14,False,13,1
1759474836.8469007,2,14,False,13,1
1759474836.894566,2,14,False,13,1
1759474837.0472684,2,2,True,13,1
1759474837.410684,2,2,True,13,1
1759474837.914578,2,2,True,13,1
1759474838.4187303,2,2,True,13,1
1759474838.922467,2,2,True,13,1
1759474839.4281986,2,2,True,13,1
1759474839.9314237,2,2,True,13,1
1759474840.437172,2,2,True,13,1
