timestamp_sec,target_x,target_y,target_z,frame_id
1759474569.4618464,-0.5109375,1.0083333333333333,0.0,camera_link
1759474569.5566068,-0.5109375,1.0083333333333333,0.0,camera_link
1759474569.6550605,-0.5109375,1.0083333333333333,0.0,camera_link
1759474569.7702703,-0.5109375,1.0083333333333333,0.0,camera_link
1759474569.8691626,-0.5109375,1.0083333333333333,0.0,camera_link
1759474569.9578578,-0.5109375,1.0083333333333333,0.0,camera_link
1759474570.0587807,-0.5109375,1.0083333333333333,0.0,camera_link
1759474570.1614287,-0.5109375,1.0083333333333333,0.0,camera_link
1759474570.2639134,-0.5109375,1.0083333333333333,0.0,camera_link
1759474570.363579,-0.5062500000000001,1.0083333333333333,0.0,camera_link
1759474570.4697416,-0.5109375,1.0083333333333333,0.0,camera_link
1759474570.5577805,-0.515625,1.0083333333333333,0.0,camera_link
1759474570.658181,-0.515625,1.0083333333333333,0.0,camera_link
1759474570.7631974,-0.5109375,1.0083333333333333,0.0,camera_link
1759474570.881384,-0.515625,1.0083333333333333,0.0,camera_link
1759474570.9640045,-0.5109375,1.0,0.0,camera_link
1759474571.0683155,-0.515625,1.0,0.0,camera_link
1759474571.1634178,-0.515625,1.0083333333333333,0.0,camera_link
1759474571.2593014,-0.515625,1.0083333333333333,0.0,camera_link
1759474571.36019,-0.515625,1.0083333333333333,0.0,camera_link
1759474571.4684045,-0.515625,1.0083333333333333,0.0,camera_link
1759474571.5696082,-0.5203125,1.0,0.0,camera_link
1759474571.6623175,-0.515625,1.0083333333333333,0.0,camera_link
1759474571.7738025,-0.5203125,1.0,0.0,camera_link
1759474571.8588722,-0.515625,1.0083333333333333,0.0,camera_link
1759474571.972969,-0.5203125,1.0,0.0,camera_link
1759474572.069147,-0.5203125,1.0,0.0,camera_link
1759474572.1602676,-0.5203125,1.0,0.0,camera_link
1759474572.2628598,-0.515625,1.0083333333333333,0.0,camera_link
1759474572.3623471,-0.5203125,1.0083333333333333,0.0,camera_link
1759474572.4625864,-0.5203125,1.0083333333333333,0.0,camera_link
1759474572.5534787,-0.5203125,1.0083333333333333,0.0,camera_link
1759474572.6649015,-0.5249999999999999,1.0083333333333333,0.0,camera_link
1759474572.7614825,-0.515625,1.0083333333333333,0.0,camera_link
1759474572.8634992,-0.5249999999999999,1.0083333333333333,0.0,camera_link
1759474572.9761686,-0.5249999999999999,1.0083333333333333,0.0,camera_link
1759474573.0683591,-0.5249999999999999,1.0083333333333333,0.0,camera_link
1759474573.1759644,-0.5249999999999999,1.0083333333333333,0.0,camera_link
1759474573.2582142,-0.5249999999999999,1.0083333333333333,0.0,camera_link
